"knr","aar","knavn","Menn_ya_p","Kvinner_ya_p","Totalt_ya_p","inc_k1","inc_k5","mf_uni_k","m_uni_k","f_uni_k","mf_uni_l","m_uni_l","f_uni_l","Trade_pc"
"645","0534","2012","Gran",59.8745144905886,55.5817031916458,57.7114059141777,20,16,16,12.2,19.7,3.4,4,2.9,77662
"646","0534","2013","Gran",59.6467794597804,55.1379917792132,57.380073800738,21.2,15.9,16.2,12.3,20,3.6,4.1,3.1,79739
"647","0534","2014","Gran",59.6153846153846,55.3234993427779,57.4557213199089,21.6,16.2,16.7,12.8,20.6,3.9,4.4,3.5,83737
"648","0534","2015","Gran",58.8606665687858,55.3535059645039,57.0990135184509,21.4,16.3,16.8,12.4,21.1,4.2,4.5,3.9,84366
"649","0534","2016","Gran",58.6542718016822,54.9002601908066,56.7579408543264,21.3,16.7,17.3,12.8,21.7,4.1,4.5,3.8,85251
"650","0534","2017","Gran",58.2648267762772,54.7643219724438,56.5039760706209,21.3,17.1,17.6,12.8,22.3,4.4,4.6,4.1,88054
"651","0536","2008","Søndre Land",58.8536335721597,56.7419575633128,57.7994191013156,24.5,9.6,13.5,9.5,17.4,2.5,3.1,1.9,26623
"652","0536","2009","Søndre Land",58.7431693989071,56.5005228302544,57.6332585820252,24.7,9.7,14.1,9.8,18.5,2.5,3,2,27711
"653","0536","2010","Søndre Land",59.1186440677966,56.5186997553303,57.8385819996558,26,10,14.1,9.7,18.5,2.5,3.1,1.9,28336
"654","0536","2011","Søndre Land",59.63794837412,55.7463209530484,57.7351379133116,25.4,9.6,14.6,10.2,19.1,2.4,3,1.8,29711
"655","0536","2012","Søndre Land",60.0409137401978,55.4101838755304,57.7677486547474,25.9,9,15,10.2,19.8,2.6,3.3,1.9,32548
"656","0536","2013","Søndre Land",59.2350103376981,56.015708675473,57.6538663861126,26.3,9.4,14.9,10.5,19.5,2.8,3.3,2.2,32729
"657","0536","2014","Søndre Land",59.0175197526623,56.5591397849462,57.8144185230661,26.4,9.3,15.5,11,20.3,3.2,3.5,2.9,32231
"658","0536","2015","Søndre Land",59.6644295302013,56.1604584527221,57.969507969508,25,10.1,15.9,11.2,20.7,3.5,3.8,3.2,33651
"659","0536","2016","Søndre Land",58.9605129935876,56.2075134168157,57.624175060785,24.3,9.6,16.8,11.9,22,3.5,3.9,3,32118
"660","0536","2017","Søndre Land",58.6466165413534,56.5747044070226,57.6351233164247,24.3,10.9,17,11.8,22.5,3.7,3.9,3.4,32677
"661","0538","2008","Nordre Land",58.5321100917431,55.5258467023173,57.0072332730561,25.3,10.1,12.4,9,15.7,1.7,2.2,1.2,74818
"662","0538","2009","Nordre Land",59.0079123554474,55.4507955215085,57.2005988023952,25.9,9.7,12.5,8.9,16,1.7,2.2,1.2,77542
"663","0538","2010","Nordre Land",58.897014015844,55.3392330383481,57.0893285371703,25.4,9.8,12.9,9.1,16.6,1.8,2.3,1.3,76676
"664","0538","2011","Nordre Land",58.5883065737655,54.8462664714495,56.685527099464,26,9.9,13.3,9.7,16.8,1.8,2.3,1.4,77448
"665","0538","2012","Nordre Land",58.622754491018,54.3173862310385,56.4420803782506,26.2,9.6,13.5,9.7,17.3,1.9,2.3,1.6,76987
"666","0538","2013","Nordre Land",58.0132052821128,54.2907180385289,56.1260728026043,26.3,9.6,14.1,10.1,17.9,2,2.3,1.7,75862
"667","0538","2014","Nordre Land",58.9016294508147,54.3709391612522,56.6119402985075,26.1,10.3,14.7,10.7,18.6,2.2,2.5,2,77981
"668","0538","2015","Nordre Land",58.5590949687407,54.5104998521148,56.5281899109792,25.5,10.5,14.9,10.7,19.2,2.4,2.5,2.3,73680
"669","0538","2016","Nordre Land",58.8148148148148,54.4431279620853,56.6286476077618,25.6,10.3,15.1,10.6,19.7,2.6,2.7,2.4,77636
"670","0538","2017","Nordre Land",58.2716780112459,54.3311726576311,56.2970618632807,25.1,10.8,15.6,11,20.2,2.8,2.8,2.7,78248
"671","0542","2008","Nord-Aurdal",60.2215189873418,57.5702075702076,58.8719701678061,23,13.6,16.2,12.4,19.9,3,4,2.1,132919
"672","0542","2009","Nord-Aurdal",60.8040201005025,57.5145393327211,59.1381181212215,23.7,13.4,16.7,13.3,20.1,3.1,4.1,2.1,136836
"673","0542","2010","Nord-Aurdal",60.690737833595,57.6160990712074,59.1426344505066,23.3,13.3,16.9,13.3,20.3,3.4,4.4,2.5,137055
"674","0542","2011","Nord-Aurdal",60.1758793969849,57.8931013051585,59.0284286160575,24.1,12.9,17,12.6,21.3,3.3,4.3,2.4,133331
"675","0542","2012","Nord-Aurdal",59.5364860632634,57.4961360123648,58.5096453018046,24.5,12.3,17.4,12.9,21.7,3.6,4.4,2.8,134446
"676","0542","2013","Nord-Aurdal",59.2035120727501,57.0314936077331,58.1144465290807,25,11.9,17.7,13,22.4,3.7,4.3,3.2,139271
"677","0542","2014","Nord-Aurdal",59.1364205256571,57.4045327538032,58.267103007636,25.8,11.9,18.2,13.6,22.8,4.2,4.6,3.7,140551
"678","0542","2015","Nord-Aurdal",58.3462853590301,56.9405971068021,57.6399628827714,25.4,12.1,18.5,13.4,23.5,4.2,4.5,3.9,146189
"679","0542","2016","Nord-Aurdal",57.4876237623762,56.2306261624303,56.8597088882007,24.2,13.2,19.1,13.7,24.4,4.3,4.9,3.7,153459
"680","0542","2017","Nord-Aurdal",57.4984634296251,55.3770086526576,56.4406779661017,23.5,13.3,19.6,14,25.3,4.5,4.6,4.3,154808
"681","0602","2008","Drammen",62.1853877246017,58.9857998957791,60.5519993349406,20.8,17.7,20.7,18.7,22.6,5.4,7.2,3.7,83968
"682","0602","2009","Drammen",62.0537491705375,59.1620022389253,60.5813858806286,21.1,17.7,21.2,19.1,23.2,5.7,7.5,4,84570
"683","0602","2010","Drammen",61.8531889290012,59.0024827932996,60.4034139948215,21,17.9,21.7,19.3,24,6,7.7,4.4,84350
"684","0602","2011","Drammen",61.7025365103766,59.0024105321713,60.3283948287251,21,17.7,22.1,19.5,24.5,6.4,8,4.9,87223
"685","0602","2012","Drammen",61.4645179530676,58.6619460383348,60.0430360543059,20.9,17.8,22.5,19.9,25,6.9,8.4,5.4,89513
"686","0602","2013","Drammen",61.3282579766657,58.5042219541616,59.897973210331,21.6,17.2,22.9,20.2,25.4,7.1,8.6,5.7,89539
"687","0602","2014","Drammen",61.1436592212865,58.3158901979547,59.7154680279095,22.1,17.4,23.2,20.5,25.9,7.8,9.2,6.5,92289
"688","0602","2015","Drammen",61.0878282630325,58.2321486602263,59.6454578011221,21.9,17.4,23.5,20.4,26.4,8.4,9.7,7.1,93854
"689","0602","2016","Drammen",60.8637498513851,58.2698315377653,59.555195522498,21.9,17.6,23.8,20.6,26.9,8.7,9.9,7.6,94636
"690","0602","2017","Drammen",60.8395324123273,57.9986661640618,59.4064040489739,21.3,18.1,24.1,20.8,27.4,9,10.1,8,96469
"691","0604","2008","Kongsberg",62.0857780348732,59.4233355749832,60.7659290744676,17,24.5,23.9,22.3,25.4,8,11.5,4.5,74047
"692","0604","2009","Kongsberg",61.9589977220957,59.1033170651005,60.5430458143636,16.9,24.5,24.5,22.7,26.3,8.2,11.6,4.8,73597
"693","0604","2010","Kongsberg",61.6697380017627,58.9879833237963,60.3423160961398,17.1,24.7,24.8,22.8,26.8,8.5,11.9,5.2,74430
"694","0604","2011","Kongsberg",61.0685212992966,58.9129211224572,60,17.2,24.4,25.2,23.2,27.3,9.2,12.5,5.8,74626
"695","0604","2012","Kongsberg",61.0908526650632,58.6100079428118,59.8649868519173,16.8,24.5,25.4,23.4,27.5,9.7,13,6.4,75243
"696","0604","2013","Kongsberg",60.9264470981973,58.3124018838305,59.639973731989,17.4,24.1,25.8,23.5,28.2,10,13,6.8,74750
"697","0604","2014","Kongsberg",60.6770056665673,58.0652608896414,59.3918048928274,17.2,23.7,26.1,23.6,28.6,10.9,13.7,8,76889
"698","0604","2015","Kongsberg",60.5562112717616,57.6814899277841,59.1404290367264,17.9,23.5,26.1,23.2,29,11.3,14.2,8.3,78690
"699","0604","2016","Kongsberg",59.8117887365042,57.5197294250282,58.6828564024729,17.8,23.1,26.2,23.3,29.3,11.1,13.6,8.6,80654
"700","0604","2017","Kongsberg",59.6435299231995,57.469807663635,58.5721634332745,17.7,21.7,26.5,23.3,29.8,10.9,13.3,8.5,80996
"701","0605","2008","Ringerike",60.4495183731716,58.3126550868486,59.3626196402903,21.6,15.4,17.2,13.9,20.3,3.9,5.5,2.4,70044
"702","0605","2009","Ringerike",60.6273010478618,58.391295365333,59.4938034561005,21.8,15.3,17.6,14.1,20.9,4,5.5,2.6,74858
"703","0605","2010","Ringerike",60.695713281799,58.5757409440176,59.6229952093314,21.8,15.3,18.1,14.4,21.6,4.2,5.7,2.8,74692
"704","0605","2011","Ringerike",60.7192640089211,58.4052609946568,59.5522697436606,22.1,14.9,18.5,14.5,22.3,4.4,5.8,3.1,75224
"705","0605","2012","Ringerike",60.8160176138709,58.2913889266766,59.5464495827063,22.5,15.1,18.8,14.8,22.6,4.5,5.8,3.3,78437
"706","0605","2013","Ringerike",61.1179529282978,58.4347943722944,59.7687074829932,22.7,14.8,19,14.7,23.1,4.7,6,3.5,79989
"707","0605","2014","Ringerike",60.5556682214561,58.4923471107815,59.5226843100189,22.4,14.4,19.1,15,23.3,5.3,6.5,4,83714
"708","0605","2015","Ringerike",60.0538720538721,58.4174404521599,59.2353257942919,22.5,14.5,19.7,15.3,24.1,5.4,6.5,4.3,85686
"709","0605","2016","Ringerike",59.8872331856625,58.3238274172985,59.1053991476796,22.5,14.9,20.2,15.8,24.5,5.7,6.6,4.8,88808
"710","0605","2017","Ringerike",59.7270306258322,58.1057679499134,58.9165612306053,22.8,14.8,20.6,16,25.2,5.9,6.7,5.1,89567
"711","0612","2008","Hole",59.9081596608972,59.5127194553923,59.7118463180363,14.3,26.8,23.1,19.8,26.2,7.2,9.2,5.1,28464
"712","0612","2009","Hole",60.2299628001353,59.6763085399449,59.9556389694591,14.8,26.4,23.2,19.7,26.7,7.6,9.6,5.7,28323
"713","0612","2010","Hole",60.1644736842105,59.9455040871935,60.0568942436412,16.2,26.3,23.8,20.3,27.3,8,9.9,6.2,27536
"714","0612","2011","Hole",59.942638623327,59.526982011992,59.7394136807818,15.6,25.5,24.2,20.4,28,8.1,9.8,6.5,27442
"715","0612","2012","Hole",60.917770249461,58.9268292682927,59.9493831066118,15.8,25.4,24.7,21.1,28.3,8.8,10.3,7.4,27577
"716","0612","2013","Hole",60.5850422195416,59.0085795996187,59.8174222497292,16.4,25.9,25.4,21.9,28.8,9.1,10.4,7.8,28331
"717","0612","2014","Hole",59.4086021505376,58.9467200492763,59.1811978771797,17.6,25.6,25.8,22,29.7,9.4,10.5,8.4,30096
"718","0612","2015","Hole",59.2472802117024,59.2053381862299,59.2266348163631,16.6,26.5,25.7,21.5,29.9,10.6,11.3,9.9,30535
"719","0612","2016","Hole",58.9316987740806,58.8745884465729,58.9035022905276,17.6,28,26.3,22,30.8,10.8,11.4,10.2,33968
"720","0612","2017","Hole",58.3163413923682,58.0113806528901,58.1659775546367,16.8,28.2,26.3,22,30.7,11.4,11.9,10.9,35962
"721","0617","2008","Gol",57.9207920792079,56.6982408660352,57.3102050011264,19.9,14.4,15.9,12.9,18.8,2.7,3.9,1.6,125095
"722","0617","2009","Gol",58.0616346583296,56.3021519543259,57.1744906997343,20.7,14.3,15.8,12.3,19.2,2.8,3.7,1.8,119245
"723","0617","2010","Gol",58.2022471910112,56.7879325643301,57.4905112748381,20.7,14.7,16.2,12.6,19.7,2.9,3.8,2,131167
"724","0617","2011","Gol",58.4324086305592,56.844850065189,57.6334208223972,20.8,14.5,16.7,13,20.3,3.2,3.9,2.5,134991
"725","0617","2012","Gol",58.2566798072711,56.6579634464752,57.4547042130539,22,14.3,17.3,13.1,21.3,3.6,4.1,3,135526
"726","0617","2013","Gol",58.2578697714532,56.3032367972743,57.2744803942576,22.1,14.5,17.2,13,21.3,3.6,4.2,3,134396
"727","0617","2014","Gol",57.6167612396333,55.8974358974359,56.748002591233,23.2,14.2,17.5,13.4,21.5,4.2,4.6,3.8,151176
"728","0617","2015","Gol",57.1491228070175,55.2859618717504,56.2118570183086,23.5,13.6,17.6,12.8,22.4,4.6,4.8,4.3,142570
"729","0617","2016","Gol",57.4057843996494,55.0087108013937,56.2035823503713,22.8,14.6,17.5,13,22.1,4.9,5.4,4.5,146582
"730","0617","2017","Gol",57.4098218166015,54.4353093898745,55.9193408499566,21.6,14.8,18.3,13.8,23,4.7,4.9,4.6,147034
"731","0619","2008","Ål",57.1741992101799,53.0120481927711,55.0362782757149,21.4,16.9,17,14.3,19.5,3.3,4,2.6,57789
"732","0619","2009","Ål",58.5097001763668,53.7942664418213,56.0991379310345,22.4,16.5,17.7,14.2,21,3.5,4.3,2.6,61898
"733","0619","2010","Ål",58.5801393728223,53.9983164983165,56.25,22.8,17.1,18.3,14.2,22.4,3.6,4.4,2.9,60462
"734","0619","2011","Ål",59.0771884432945,53.2163742690059,56.1001485253554,22.8,17,18.3,14,22.5,3.8,4.7,3,59428
"735","0619","2012","Ål",58.5781183482333,53.2190635451505,55.8742881248682,22.6,16.6,18.4,14,22.6,4.1,5,3.2,61233
"736","0619","2013","Ål",57.9593564775614,53.2721967486453,55.597563537072,21.6,15.6,18.9,14.6,23.2,4.2,4.9,3.5,64365
"737","0619","2014","Ål",57.4350234341713,52.9585798816568,55.1877784850414,21.2,16.7,19.7,15.1,24.2,4.5,5.4,3.7,67500
"738","0619","2015","Ål",57.9172001707213,52.7180783817952,55.3011026293469,22.3,17.3,20,15.4,24.6,4.6,5.2,3.9,70770
"739","0619","2016","Ål",57.4850299401198,52.1281078803203,54.7866694969221,21.7,17.8,20.5,15.4,25.5,5,5.5,4.6,75016
"740","0619","2017","Ål",56.9598633646456,52.2507362221287,54.5878364060182,21.2,18.5,20.7,15.2,26.2,5,5.4,4.6,72691
"741","0620","2008","Hol",59.2374035406264,58.9261744966443,59.0806669671023,21.1,17.1,15.9,12.6,19.3,2.9,3.5,2.3,88702
"742","0620","2009","Hol",59.8375451263538,58.8075880758808,59.3227990970655,21.5,16.6,16.9,13.4,20.4,2.9,3.6,2.3,88615
"743","0620","2010","Hol",59.5850248082995,58.59410430839,59.0909090909091,22.6,16,17.5,13.9,21.1,2.9,3.4,2.4,92420
"744","0620","2011","Hol",58.9973142345569,58.404686795854,58.7019986525938,23.4,16.8,18,14.4,21.5,3.5,4.2,2.8,88742
"745","0620","2012","Hol",60.2489995553579,58.5144927536232,59.3897240296163,23.4,15.9,18.7,15.4,22,3.7,4,3.4,87237
"746","0620","2013","Hol",60,58.5923217550274,59.3075539568345,22.2,17,18.9,15.6,22.1,3.5,3.7,3.3,96116
"747","0620","2014","Hol",59.8407784166298,59.0141487905066,59.4339622641509,22.6,16.9,19.6,15.7,23.4,4.2,4.7,3.7,105290
"748","0620","2015","Hol",58.8340008900757,58.1834532374101,58.5104003578618,23,16.8,19.8,15.9,23.6,4.4,4.9,4,107756
"749","0620","2016","Hol",59.0163934426229,58.5714285714286,58.7947520569268,22.9,16.8,20.2,15.8,24.6,5,5.3,4.6,118328
"750","0620","2017","Hol",58.4426946631671,58.3370386838595,58.3902976846747,22.1,17.9,20.3,15.3,25.3,5.3,5.7,4.9,121716
"751","0621","2008","Sigdal",59.495123350545,53.4531162268389,56.4415437003405,19.8,17.6,10.5,6.9,14,1.9,2.4,1.4,36470
"752","0621","2009","Sigdal",59.7819850831899,53.713009491904,56.7062818336163,20.8,15.2,10.8,6.9,14.5,2.2,2.5,1.9,36478
"753","0621","2010","Sigdal",59.8157743235463,54.2487338210467,57.0005691519636,21.7,16.6,11.4,6.7,15.9,2.2,2.6,1.8,41250
"754","0621","2011","Sigdal",58.6206896551724,54.2600896860987,56.4131668558456,21.3,16.7,11.9,7.3,16.3,2.4,2.8,2.1,41894
"755","0621","2012","Sigdal",58.7864911276474,54.3624161073826,56.5487977369165,20.4,16,12.4,7.7,16.9,2.6,2.8,2.4,46284
"756","0621","2013","Sigdal",58.7664191890348,53.8332400671517,56.2747314867157,20.7,16.6,12.7,7.6,17.5,2.7,2.9,2.5,51217
"757","0621","2014","Sigdal",58.5337915234823,54.1123085649461,56.3123396979196,20.5,15,13.1,8,17.9,3,3.2,2.8,49675
"758","0621","2015","Sigdal",57.5,54.2613636363636,55.8806818181818,22,15.8,13.3,7.8,18.7,3.1,3.3,3,45226
"759","0621","2016","Sigdal",57.545045045045,54.147465437788,55.8656036446469,21.8,16.9,13.6,8.1,19.1,3.4,3.5,3.2,48400
"760","0621","2017","Sigdal",56.5782044042914,53.7261698440208,55.1684751570531,20.6,16,13.7,8.2,19.3,3.3,3.2,3.5,49689
"761","0623","2008","Modum",62.2003492617876,59.0368980612883,60.6065380070894,20.8,15.7,14.7,11.4,17.9,2.9,3.6,2.1,59647
"762","0623","2009","Modum",62.2194513715711,59.1697645600991,60.6898694841517,21.8,15,14.9,11.5,18.2,3,3.7,2.3,58885
"763","0623","2010","Modum",61.6819524327685,58.8916332201297,60.2819301370924,21.2,14.9,15.3,11.9,18.7,3,3.7,2.3,59835
"764","0623","2011","Modum",61.646803900325,59.0523228893348,60.3477588871716,21,14.6,15.7,11.9,19.5,3.1,3.7,2.5,62034
"765","0623","2012","Modum",60.6914407554066,58.5190839694656,59.6065873741994,21.6,14.4,16,12.2,19.8,3.2,3.7,2.7,62611
"766","0623","2013","Modum",60.0419664268585,58.0045011252813,59.0237684636725,22.3,13.8,16.3,12.3,20.2,3.4,3.7,3,62866
"767","0623","2014","Modum",59.9882231709112,57.9257513258692,58.9573669096532,22.7,13.4,16.5,12.2,20.8,3.6,4.1,3.2,63985
"768","0623","2015","Modum",60.0029120559115,57.3419392694734,58.6773839970771,22.9,13.8,17.1,12.4,21.7,3.7,4,3.4,63346
"769","0623","2016","Modum",59.5560680311329,57.1178529754959,58.3442076265043,22.5,13.8,17.3,12.7,21.9,3.9,4.1,3.7,64585
"770","0623","2017","Modum",59.0915645277577,56.5610859728507,57.8340345277818,22.1,13.8,17.5,12.8,22.3,3.9,4.1,3.8,66525
"771","0624","2008","Øvre Eiker",60.4109589041096,57.9609972846211,59.1805107860154,18.8,18.7,15.6,12.7,18.4,3.1,4.4,1.9,47677
"772","0624","2009","Øvre Eiker",60.5276013678554,58.0372457730948,59.2844036697248,19.4,17.9,16,12.9,19.2,3.2,4.4,2.1,49694
"773","0624","2010","Øvre Eiker",60.3994737471594,58.2434887946699,59.3283582089552,19.4,17.8,16.6,13,20.2,3.4,4.4,2.4,49710
"774","0624","2011","Øvre Eiker",60.5781559622334,58.325404376784,59.4631188555955,19.3,17.9,17,13.4,20.7,3.6,4.5,2.6,52809
"775","0624","2012","Øvre Eiker",60.1629696695337,58.6721025043681,59.4282762183572,19.3,17.6,17.5,13.6,21.4,3.8,4.6,3,54575
"776","0624","2013","Øvre Eiker",59.9598930481283,58.4776663628077,59.2271293375394,19.6,17.8,18.1,14,22.2,3.8,4.6,3.1,52930
"777","0624","2014","Øvre Eiker",59.8572996706915,58.3948234759905,59.1383447737039,19.2,17.8,18.6,14.6,22.8,4.4,4.9,3.9,55421
"778","0624","2015","Øvre Eiker",59.7737408898075,58.5123219534253,59.1551638117412,18.5,18.3,18.9,14.6,23.4,4.8,5.2,4.3,50382
"779","0624","2016","Øvre Eiker",59.2724525043178,58.2708869253998,58.7805547926394,18.6,18,19.5,15.3,23.9,5.1,5.5,4.6,51582
"780","0624","2017","Øvre Eiker",59.3284764016471,58.090419095809,58.7221204611572,17.9,18.3,20.1,15.4,25,5.1,5.7,4.6,50498
"781","0625","2008","Nedre Eiker",61.4070351758794,59.2625818605903,60.3250045265254,16.5,19.5,16.1,14.3,17.9,2.6,3.3,1.9,80828
"782","0625","2009","Nedre Eiker",61.2250429126389,59.1849418449791,60.1961311123052,17.1,19.1,16.5,14.5,18.4,2.7,3.4,2,82621
"783","0625","2010","Nedre Eiker",60.968660968661,58.9175032736796,59.9330012782651,17.8,19.2,16.5,14.4,18.7,2.8,3.3,2.2,85669
"784","0625","2011","Nedre Eiker",60.764163372859,58.5327783558793,59.6413143081555,17.6,19.4,17.2,14.8,19.5,3.1,3.6,2.5,85488
"785","0625","2012","Nedre Eiker",60.4829667960328,58.4897574355018,59.4832774481988,17.5,19.6,17.7,15.1,20.3,3.2,3.8,2.7,86252
"786","0625","2013","Nedre Eiker",60.1571742437046,58.1992207352194,59.1793570219966,18,18.8,18.2,15.4,20.8,3.5,4,2.9,85531
"787","0625","2014","Nedre Eiker",59.9781347237406,58.1208053691275,59.0483390029818,18.2,18.5,18.6,15.8,21.4,4,4.5,3.5,84944
"788","0625","2015","Nedre Eiker",59.7375633253052,58.01205316602,58.8722364825702,17.9,18.7,19.2,16,22.4,4.3,4.7,3.9,88373
"789","0625","2016","Nedre Eiker",60.0950897614559,58.3060824068018,59.19937783963,18.5,19.1,19.4,16.2,22.5,4.4,4.8,4,97457
"790","0625","2017","Nedre Eiker",60.0613695090439,58.4076536403438,59.2361841572943,18.3,19.3,19.8,16.3,23.3,4.8,5.3,4.2,106246
"791","0626","2008","Lier",60.2060584712927,58.5419605077574,59.374449339207,15.7,27.6,21.8,18.5,25.1,6.7,9,4.4,81944
"792","0626","2009","Lier",59.7632105858797,58.422624275426,59.0958772351681,15.7,27,22.1,18.5,25.6,6.8,8.9,4.8,83595
"793","0626","2010","Lier",59.4930204675859,58.421052631579,58.9590407014226,16.1,27.2,22.8,19,26.5,7,9,5.1,87905
"794","0626","2011","Lier",59.4228504122497,58.2863006670087,58.8592027141645,16.1,27.3,23.3,19.4,27.1,7.3,9.1,5.5,88182
"795","0626","2012","Lier",59.2589563225912,58.2210693665802,58.7459155395624,16.3,27.5,23.7,19.8,27.6,7.8,9.4,6.1,85401
"796","0626","2013","Lier",59.2554373710113,58.1997533908755,58.7368251019666,16.6,26.5,24.3,20.1,28.6,8,9.7,6.3,86846
"797","0626","2014","Lier",58.9988267500978,58.0952380952381,58.5541211519364,16.3,26.7,24.5,20.1,29.1,8.7,10.2,7.2,93974
"798","0626","2015","Lier",59.0517575851633,57.8176286926587,58.444321853574,16.6,27,24.7,20.1,29.4,9.3,10.6,8,88105
"799","0626","2016","Lier",59.166221272047,57.8439132499604,58.5169639734173,16.4,27.3,25.2,20.7,29.7,9.6,10.7,8.4,95801
"800","0626","2017","Lier",59.1298363664169,57.7317959248144,58.4421134421134,16.3,27.4,25.3,20.9,29.7,9.8,10.8,8.7,90622
"801","0627","2008","Røyken",60.2271486294638,59.2351774300198,59.7334210959355,13,29.8,21.5,18.7,24.3,6.1,7.4,4.8,38510
"802","0627","2009","Røyken",59.6664542171234,59.0787359400107,59.3738332711078,13.2,29.5,21.7,18.7,24.7,6.4,7.7,5.1,41554
"803","0627","2010","Røyken",59.4705326189726,58.88,59.1775166719594,13.1,29.1,22.4,19,25.6,6.6,7.8,5.4,41818
"804","0627","2011","Røyken",59.4594594594595,58.4221525600836,58.9441445182724,13.5,29,23,19.5,26.6,6.7,7.8,5.7,41018
"805","0627","2012","Røyken",59.2675256163133,58.5190510424155,58.8955802796775,12.9,27.7,23.3,19.3,27.2,7.3,8.3,6.2,41659
"806","0627","2013","Røyken",59.4162887004536,58.4641706924316,58.9451140551848,13.3,27.2,23.6,19.5,27.7,7.5,8.5,6.6,40467
"807","0627","2014","Røyken",59.1658676893576,58.5712883917182,58.8720236651957,13.5,26.9,23.9,19.8,28.1,8.1,8.9,7.4,40805
"808","0627","2015","Røyken",59.0429540316503,58.4628670120898,58.7555851316665,14.1,26.8,24.3,20.1,28.6,8.5,8.9,8.1,41649
"809","0627","2016","Røyken",59.1369157158631,58.1325301204819,58.6404243439419,13.8,27.2,24.7,20.5,28.9,8.8,9.1,8.4,42657
"810","0627","2017","Røyken",58.9141004862237,58.0323325635104,58.4788655328074,14.2,27.5,24.8,20.6,29.1,9.2,9.4,9,43439
"811","0628","2008","Hurum",60.7103218645949,58.3444001770695,59.5256566552145,17.6,22.1,18.4,16.1,20.7,4,5.6,2.4,38305
"812","0628","2009","Hurum",59.9197503343736,58.2188746123172,59.0666666666667,18.2,21.6,18.5,15.8,21.1,4.4,6.1,2.8,37407
"813","0628","2010","Hurum",59.7609561752988,58.2504970178926,59.0049751243781,17.6,21,18.7,15.9,21.5,4.6,6.1,3.2,37675
"814","0628","2011","Hurum",58.9799476896251,58.0030654696737,58.4926269797925,17.3,21.4,19,15.9,22,4.9,6.3,3.6,41204
"815","0628","2012","Hurum",58.5599303893844,57.279860505667,57.9205225911813,17.4,20.9,19.1,16.1,22,5,6.2,3.9,42730
"816","0628","2013","Hurum",58.0486763450043,56.4157860685788,57.2363480313271,17.7,20,19.3,16,22.5,5.1,6.1,4,46745
"817","0628","2014","Hurum",57.4540794532251,55.9595524956971,56.7095391211147,17.9,20.2,19.6,16.3,23,5.4,6.3,4.6,51556
"818","0628","2015","Hurum",56.9195013733361,55.8506044905009,56.3908168713294,17.5,19.6,19.9,16.1,23.9,5.8,6.5,5.2,48819
"819","0628","2016","Hurum",56.9412260374974,56.1723103300471,56.5600764899607,17.4,20.2,20.4,16.8,24,6.1,6.7,5.5,50345
"820","0628","2017","Hurum",57.7698446031079,56.063829787234,56.9224265482985,17.8,19.8,20.6,16.8,24.4,6.4,6.8,6.1,45550
"821","0701","2008","Horten",59.8558471007451,57.6627450980392,58.7417324089569,20.6,16.9,20.8,18.9,22.6,5,7.1,2.8,56060
